phase,sample_index,season,stem,sar_path,opt_path,steps,max_keypoints,extractor,extractor_policy,extractors,match_preprocess,matcher_strategy,selected_extractor,worker_success,registration_reliable,match_count,inliers,inlier_ratio,rmse,mean_score,difference_mean,dx,dy,reliability_reasons,poor_spatial_coverage,bad_homography_shape,cascade_rescued,matcher_candidates_json,generation_ms,registration_ms,total_ms,error,result_dir,reused
coarse,10,summer,ROIs1868_summer_32_p1033,E:\Data\summer\s1_32\ROIs1868_summer_s1_32_p1033.png,E:\Data\summer\s2_32\ROIs1868_summer_s2_32_p1033.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,superpoint,True,True,75,19,0.2533,1.737,0.226316,67.5058,-0.4812,-2.5905,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 531.74, ""error"": """", ""match_count"": 75, ""inliers"": 19, ""inlier_ratio"": 0.2533, ""rmse"": 1.737, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 490.01, ""error"": """", ""match_count"": 93, ""inliers"": 9, ""inlier_ratio"": 0.0968, ""rmse"": 1.1712, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2302.76,1170.84,3484.55,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0010_ROIs1868_summer_32_p1033,False
coarse,11,winter,ROIs2017_winter_63_p843,E:\Data\winter\s1_63\ROIs2017_winter_s1_63_p843.png,E:\Data\winter\s2_63\ROIs2017_winter_s2_63_p843.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,False,67,13,0.194,1.675,0.28328,54.7774,10.0779,-2.0683,inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 395.34, ""error"": """", ""match_count"": 98, ""inliers"": 9, ""inlier_ratio"": 0.0918, ""rmse"": 1.2895, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}, {""extractor"": ""aliked"", ""elapsed_ms"": 367.36, ""error"": """", ""match_count"": 67, ""inliers"": 13, ""inlier_ratio"": 0.194, ""rmse"": 1.675, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1738.79,862.46,2606.75,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0011_ROIs2017_winter_63_p843,False
coarse,12,fall,ROIs1970_fall_29_p33,E:\Data\fall\s1_29\ROIs1970_fall_s1_29_p33.png,E:\Data\fall\s2_29\ROIs1970_fall_s2_29_p33.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,superpoint,True,True,294,194,0.6599,1.6655,0.243993,79.3361,0.6645,-0.0567,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 438.78, ""error"": """", ""match_count"": 294, ""inliers"": 194, ""inlier_ratio"": 0.6599, ""rmse"": 1.6655, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 382.63, ""error"": """", ""match_count"": 130, ""inliers"": 93, ""inlier_ratio"": 0.7154, ""rmse"": 1.7214, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1789.94,917.45,2713.19,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0012_ROIs1970_fall_29_p33,False
coarse,13,spring,ROIs1158_spring_80_p718,E:\Data\spring\s1_80\ROIs1158_spring_s1_80_p718.png,E:\Data\spring\s2_80\ROIs1158_spring_s2_80_p718.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,False,54,8,0.1481,1.3106,0.287109,157.034,947.6985,245.3849,inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 512.73, ""error"": """", ""match_count"": 40, ""inliers"": 7, ""inlier_ratio"": 0.175, ""rmse"": 1.5137, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 501.04, ""error"": """", ""match_count"": 54, ""inliers"": 8, ""inlier_ratio"": 0.1481, ""rmse"": 1.3106, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2311.21,1178.31,3496.93,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0013_ROIs1158_spring_80_p718,False
coarse,14,summer,ROIs1868_summer_0_p457,E:\Data\summer\s1_0\ROIs1868_summer_s1_0_p457.png,E:\Data\summer\s2_0\ROIs1868_summer_s2_0_p457.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,False,16,5,0.3125,0.43,0.278348,146.2058,145.3633,-224.0684,inliers < 8,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 508.78, ""error"": """", ""match_count"": 40, ""inliers"": 5, ""inlier_ratio"": 0.125, ""rmse"": 0.3861, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 484.54, ""error"": """", ""match_count"": 16, ""inliers"": 5, ""inlier_ratio"": 0.3125, ""rmse"": 0.43, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2344.45,1151.48,3502.91,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0014_ROIs1868_summer_0_p457,False
coarse,15,winter,ROIs2017_winter_29_p511,E:\Data\winter\s1_29\ROIs2017_winter_s1_29_p511.png,E:\Data\winter\s2_29\ROIs2017_winter_s2_29_p511.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,superpoint,True,False,69,8,0.1159,1.0711,0.191226,79.6382,42.4753,15.6687,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 512.54, ""error"": """", ""match_count"": 69, ""inliers"": 8, ""inlier_ratio"": 0.1159, ""rmse"": 1.0711, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 505.8, ""error"": """", ""match_count"": 36, ""inliers"": 6, ""inlier_ratio"": 0.1667, ""rmse"": 0.694, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2336.02,1168.82,3511.94,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0015_ROIs2017_winter_29_p511,False
coarse,16,fall,ROIs1970_fall_52_p762,E:\Data\fall\s1_52\ROIs1970_fall_s1_52_p762.png,E:\Data\fall\s2_52\ROIs1970_fall_s2_52_p762.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,superpoint,True,False,161,11,0.0683,1.547,0.247008,89.6254,-5.7008,-23.7988,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 520.37, ""error"": """", ""match_count"": 161, ""inliers"": 11, ""inlier_ratio"": 0.0683, ""rmse"": 1.547, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 491.59, ""error"": """", ""match_count"": 31, ""inliers"": 7, ""inlier_ratio"": 0.2258, ""rmse"": 1.0377, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2317.57,1177.49,3502.94,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0016_ROIs1970_fall_52_p762,False
coarse,17,spring,ROIs1158_spring_127_p361,E:\Data\spring\s1_127\ROIs1158_spring_s1_127_p361.png,E:\Data\spring\s2_127\ROIs1158_spring_s2_127_p361.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,False,35,8,0.2286,1.3298,0.320798,82.4407,140.7148,78.1927,inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 527.05, ""error"": """", ""match_count"": 137, ""inliers"": 8, ""inlier_ratio"": 0.0584, ""rmse"": 0.6507, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}, {""extractor"": ""aliked"", ""elapsed_ms"": 484.24, ""error"": """", ""match_count"": 35, ""inliers"": 8, ""inlier_ratio"": 0.2286, ""rmse"": 1.3298, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2346.53,1156.61,3510.29,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0017_ROIs1158_spring_127_p361,False
coarse,18,summer,ROIs1868_summer_120_p533,E:\Data\summer\s1_120\ROIs1868_summer_s1_120_p533.png,E:\Data\summer\s2_120\ROIs1868_summer_s2_120_p533.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,False,40,7,0.175,1.1366,0.231045,64.4773,47.1606,21.0785,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 520.68, ""error"": """", ""match_count"": 67, ""inliers"": 6, ""inlier_ratio"": 0.0896, ""rmse"": 0.7497, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 490.59, ""error"": """", ""match_count"": 40, ""inliers"": 7, ""inlier_ratio"": 0.175, ""rmse"": 1.1366, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2355.7,1168.89,3533.82,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0018_ROIs1868_summer_120_p533,False
coarse,19,winter,winter_img_temperate_p616,E:\Data\winter\s1_171\winter_img_temperate_p616.png,E:\Data\winter\s2_171\winter_img_temperate_p616.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,superpoint,True,False,10,5,0.5,0.5365,0.17465,54.8419,-36.0338,7.4033,inliers < 8;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 507.68, ""error"": """", ""match_count"": 10, ""inliers"": 5, ""inlier_ratio"": 0.5, ""rmse"": 0.5365, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}, {""extractor"": ""aliked"", ""elapsed_ms"": 509.89, ""error"": """", ""match_count"": 0, ""inliers"": 0, ""inlier_ratio"": 0.0, ""rmse"": null, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""rmse unavailable"", ""poor_spatial_coverage"", ""bad_homography_shape""], ""poor_spatial_coverage"": true, ""bad_homography_shape"": true}]",2328.56,1159.61,3495.95,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0019_winter_img_temperate_p616,False
coarse,20,fall,ROIs1970_fall_32_p908,E:\Data\fall\s1_32\ROIs1970_fall_s1_32_p908.png,E:\Data\fall\s2_32\ROIs1970_fall_s2_32_p908.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,False,21,6,0.2857,1.0133,0.212554,68.514,-150.4158,10.1965,inliers < 8;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 517.14, ""error"": """", ""match_count"": 31, ""inliers"": 5, ""inlier_ratio"": 0.1613, ""rmse"": 0.9302, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}, {""extractor"": ""aliked"", ""elapsed_ms"": 528.06, ""error"": """", ""match_count"": 21, ""inliers"": 6, ""inlier_ratio"": 0.2857, ""rmse"": 1.0133, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2325.32,1173.06,3506.56,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0020_ROIs1970_fall_32_p908,False
coarse,21,spring,ROIs1158_spring_40_p799,E:\Data\spring\s1_40\ROIs1158_spring_s1_40_p799.png,E:\Data\spring\s2_40\ROIs1158_spring_s2_40_p799.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,superpoint,True,True,52,15,0.2885,1.6941,0.22625,58.0492,-6.399,-17.7812,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 558.41, ""error"": """", ""match_count"": 52, ""inliers"": 15, ""inlier_ratio"": 0.2885, ""rmse"": 1.6941, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 497.73, ""error"": """", ""match_count"": 26, ""inliers"": 6, ""inlier_ratio"": 0.2308, ""rmse"": 1.2429, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2327.93,1194.9,3530.3,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0021_ROIs1158_spring_40_p799,False
coarse,22,summer,ROIs1868_summer_18_p368,E:\Data\summer\s1_18\ROIs1868_summer_s1_18_p368.png,E:\Data\summer\s2_18\ROIs1868_summer_s2_18_p368.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,superpoint,True,False,113,17,0.1504,1.7891,0.224378,81.1777,9.2257,24.6019,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 546.42, ""error"": """", ""match_count"": 113, ""inliers"": 17, ""inlier_ratio"": 0.1504, ""rmse"": 1.7891, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 497.05, ""error"": """", ""match_count"": 59, ""inliers"": 13, ""inlier_ratio"": 0.2203, ""rmse"": 1.8172, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2327.62,1189.79,3525.59,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0022_ROIs1868_summer_18_p368,False
coarse,23,winter,ROIs2017_winter_16_p63,E:\Data\winter\s1_16\ROIs2017_winter_s1_16_p63.png,E:\Data\winter\s2_16\ROIs2017_winter_s2_16_p63.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,superpoint,True,True,118,35,0.2966,1.9085,0.254895,77.2729,1.2431,-2.5256,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 552.99, ""error"": """", ""match_count"": 118, ""inliers"": 35, ""inlier_ratio"": 0.2966, ""rmse"": 1.9085, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 490.72, ""error"": """", ""match_count"": 73, ""inliers"": 14, ""inlier_ratio"": 0.1918, ""rmse"": 1.6177, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2349.27,1178.77,3535.2,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0023_ROIs2017_winter_16_p63,False
coarse,24,fall,ROIs1970_fall_102_p1432,E:\Data\fall\s1_102\ROIs1970_fall_s1_102_p1432.png,E:\Data\fall\s2_102\ROIs1970_fall_s2_102_p1432.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,False,24,6,0.25,0.7953,0.296913,86.6672,24.9745,0.4626,inliers < 8;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 518.25, ""error"": """", ""match_count"": 53, ""inliers"": 6, ""inlier_ratio"": 0.1132, ""rmse"": 0.9688, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}, {""extractor"": ""aliked"", ""elapsed_ms"": 493.36, ""error"": """", ""match_count"": 24, ""inliers"": 6, ""inlier_ratio"": 0.25, ""rmse"": 0.7953, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2352.91,1160.67,3520.87,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0024_ROIs1970_fall_102_p1432,False
coarse,25,spring,ROIs1158_spring_5_p429,E:\Data\spring\s1_5\ROIs1158_spring_s1_5_p429.png,E:\Data\spring\s2_5\ROIs1158_spring_s2_5_p429.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,True,137,40,0.292,2.036,0.243219,68.8029,5.5115,-0.1549,,False,False,True,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 552.14, ""error"": """", ""match_count"": 78, ""inliers"": 21, ""inlier_ratio"": 0.2692, ""rmse"": 1.7624, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 507.16, ""error"": """", ""match_count"": 137, ""inliers"": 40, ""inlier_ratio"": 0.292, ""rmse"": 2.036, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2353.99,1199.68,3561.53,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0025_ROIs1158_spring_5_p429,False
coarse,26,summer,ROIs1868_summer_41_p1071,E:\Data\summer\s1_41\ROIs1868_summer_s1_41_p1071.png,E:\Data\summer\s2_41\ROIs1868_summer_s2_41_p1071.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,superpoint,True,True,266,172,0.6466,1.8371,0.240865,94.3265,-1.6311,-1.2712,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 573.91, ""error"": """", ""match_count"": 266, ""inliers"": 172, ""inlier_ratio"": 0.6466, ""rmse"": 1.8371, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 499.62, ""error"": """", ""match_count"": 48, ""inliers"": 11, ""inlier_ratio"": 0.2292, ""rmse"": 1.8219, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2371.92,1203.26,3583.67,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0026_ROIs1868_summer_41_p1071,False
coarse,27,winter,ROIs2017_winter_51_p391,E:\Data\winter\s1_51\ROIs2017_winter_s1_51_p391.png,E:\Data\winter\s2_51\ROIs2017_winter_s2_51_p391.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,superpoint,True,True,71,44,0.6197,1.9126,0.253653,109.9385,25.4377,57.1186,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 574.79, ""error"": """", ""match_count"": 71, ""inliers"": 44, ""inlier_ratio"": 0.6197, ""rmse"": 1.9126, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 502.15, ""error"": """", ""match_count"": 3, ""inliers"": 0, ""inlier_ratio"": 0.0, ""rmse"": null, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""rmse unavailable"", ""poor_spatial_coverage"", ""bad_homography_shape""], ""poor_spatial_coverage"": true, ""bad_homography_shape"": true}]",2380.89,1224.89,3613.61,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0027_ROIs2017_winter_51_p391,False
coarse,28,fall,ROIs1970_fall_143_p169,E:\Data\fall\s1_143\ROIs1970_fall_s1_143_p169.png,E:\Data\fall\s2_143\ROIs1970_fall_s2_143_p169.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,True,38,10,0.2632,1.4238,0.277601,116.5158,-161.463,-161.2526,,False,False,True,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 556.87, ""error"": """", ""match_count"": 48, ""inliers"": 6, ""inlier_ratio"": 0.125, ""rmse"": 0.9892, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 539.92, ""error"": """", ""match_count"": 38, ""inliers"": 10, ""inlier_ratio"": 0.2632, ""rmse"": 1.4238, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2358.04,1262.12,3627.36,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0028_ROIs1970_fall_143_p169,False
coarse,29,spring,ROIs1158_spring_47_p850,E:\Data\spring\s1_47\ROIs1158_spring_s1_47_p850.png,E:\Data\spring\s2_47\ROIs1158_spring_s2_47_p850.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,True,38,18,0.4737,1.8103,0.233555,62.9814,-8.0938,-24.2251,,False,False,True,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 433.97, ""error"": """", ""match_count"": 64, ""inliers"": 18, ""inlier_ratio"": 0.2812, ""rmse"": 1.6874, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 512.4, ""error"": """", ""match_count"": 38, ""inliers"": 18, ""inlier_ratio"": 0.4737, ""rmse"": 1.8103, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1868.64,1051.68,2927.19,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0029_ROIs1158_spring_47_p850,False
coarse,30,summer,ROIs1868_summer_128_p934,E:\Data\summer\s1_128\ROIs1868_summer_s1_128_p934.png,E:\Data\summer\s2_128\ROIs1868_summer_s2_128_p934.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,rgb,cascade-superpoint+aliked-rgb,aliked,True,False,21,6,0.2857,0.7803,0.280914,107.7503,-19.421,86.2918,inliers < 8;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 389.17, ""error"": """", ""match_count"": 30, ""inliers"": 6, ""inlier_ratio"": 0.2, ""rmse"": 0.8877, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}, {""extractor"": ""aliked"", ""elapsed_ms"": 376.18, ""error"": """", ""match_count"": 21, ""inliers"": 6, ""inlier_ratio"": 0.2857, ""rmse"": 0.7803, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1742.52,867.61,2616.49,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-rgb_steps_8_keypoints_2048\0030_ROIs1868_summer_128_p934,False
